Date_MODIS	Time_MODIS	AOD_MODIS	Time_AERONET	AOD_AERONET
20/03/2015	18:55	0.0847	18:48:39	0.046793097999999998
22/03/2015	18:40	0.2223	18:51:01	0.01457139
24/03/2015	18:30	0.1375	18:29:24	0.015636725000000001
24/03/2015	15:40	0.1451	15:59:24	0.014990531000000001
26/03/2015	18:15	0.0984	18:19:47	0.017607248999999998
26/03/2015	15:25	0.1942	15:25:46	0.022428647000000003
27/03/2015	19:00	0.1199	19:01:26	0.024502266000000002
28/03/2015	15:15	0.3008	15:19:08	0.039245848
29/03/2015	18:45	0.1589	18:36:49	0.040280748999999998
29/03/2015	15:55	0.1912	15:54:49	0.036777812
30/03/2015	15:00	0.2948	15:00:30	0.069948649000000002
31/03/2015	18:35	0.1405	18:36:11	0.037058271000000004
31/03/2015	15:45	0.16	15:42:11	0.034526207999999996
3/04/2015	19:05	0.1651	18:56:15	0.10611765099999999
4/04/2015	15:20	0.2916	14:58:56	0.05672837
12/04/2015	19:00	0.163	18:29:40	0.019134549000000001
13/04/2015	15:15	0.2238	15:14:24	0.026383001
16/04/2015	18:35	0.2099	18:34:43	0.056658232999999995
17/04/2015	19:20	0.1593	19:31:25	0.030167733999999998
19/04/2015	19:05	0.242	19:12:58	0.0093700559999999999
23/04/2015	18:40	0.222	18:30:09	0.031616604
27/04/2015	18:15	0.0878	18:14:29	0.043767565000000001
27/04/2015	15:25	0.1999	15:26:29	0.02859043
30/04/2015	18:50	0.1034	18:50:04	0.048755064000000001
30/04/2015	15:55	0.16	15:56:04	0.045099385999999998
1/05/2015	15:00	0.294	14:58:56	0.038388429000000002
2/05/2015	15:45	0.1124	15:43:51	0.037451594999999997
2/05/2015	18:35	0.1201	18:34:51	0.027885562000000003
3/05/2015	14:50	0.1049	14:49:44	0.051780362000000003
3/05/2015	19:20	0.1166	19:20:17	0.031042818
4/05/2015	18:25	0.1016	18:25:39	0.026595922999999997
4/05/2015	15:35	0.2063	15:34:39	0.046016037000000003
5/05/2015	19:05	0.243	18:58:33	0.028257227999999999
6/05/2015	15:20	0.1614	15:19:29	0.041936467999999998
7/05/2015	18:55	0.1098	19:16:26	0.020429045999999999
8/05/2015	15:10	0.198	14:58:22	0.032254585000000002
9/05/2015	18:40	0.0533	18:40:20	0.030552311000000002
10/05/2015	19:25	0.1231	19:25:18	0.029579634
10/05/2015	14:55	0.1307	14:55:17	0.030431442000000003
11/05/2015	15:40	0.1382	15:40:17	0.030461577000000004
12/05/2015	19:10	0.1295	19:22:16	0.042252472999999999
13/05/2015	15:25	0.1817	15:25:16	0.049741134999999999
20/05/2015	15:35	0.271	15:58:29	0.056474380999999997
21/05/2015	19:05	0.0812	19:08:40	0.032649312
22/05/2015	15:20	0.1241	15:18:30	0.067428106000000002
22/05/2015	18:10	0.1295	18:10:37	0.065751473000000005
23/05/2015	18:55	0.0874	18:55:39	0.031306052000000001
24/05/2015	15:10	0.1368	15:08:35	0.042299717000000001
25/05/2015	15:50	0.138	15:49:52	0.02590017
26/05/2015	14:55	0.3009	14:55:57	0.087802615000000001
27/05/2015	18:30	0.0461	18:32:04	0.026564140999999999
27/05/2015	15:40	0.1185	15:41:04	0.034593551
28/05/2015	19:10	0.0687	19:08:55	0.037910043999999997
28/05/2015	14:45	0.1545	14:44:11	0.053736520000000003
30/05/2015	19:00	0.1059	18:59:26	0.051664093000000001
31/05/2015	15:15	0.231	14:59:33	0.043987172000000005
1/06/2015	18:45	0.2083	18:20:41	0.068659140999999993
2/06/2015	15:00	0.293	14:59:50	0.054064282000000005
3/06/2015	15:45	0.1131	15:18:00	0.073175075000000006
3/06/2015	18:35	0.1358	18:36:00	0.042753310000000003
5/06/2015	15:35	0.2294	15:36:20	0.068569445999999992
6/06/2015	19:05	0.0287	19:00:29	0.049956685000000001
6/06/2015	14:40	0.0333	14:39:29	0.066213794000000006
7/06/2015	18:10	0.0252	18:12:40	0.040411374999999999
7/06/2015	15:20	0.0516	15:20:33	0.042456009000000003
8/06/2015	18:55	0.0088	18:54:49	0.026189304
8/06/2015	16:05	0.0327	16:00:51	0.037240887
9/06/2015	15:10	0.052	15:01:01	0.046022865000000003
10/06/2015	15:50	0.0749	15:49:13	0.062391020999999998
10/06/2015	18:40	0.0857	18:37:12	0.066635767999999998
11/06/2015	19:25	0.1489	19:25:23	0.079848352999999997
11/06/2015	14:55	0.3104	15:16:23	0.067145759999999999
12/06/2015	15:40	0.1469	15:40:35	0.081606805000000004
13/06/2015	19:10	0.1001	19:11:33	0.066442545000000006
13/06/2015	14:45	0.1195	14:43:45	0.082777218999999999
14/06/2015	15:25	0.0596	15:25:58	0.054617410999999998
14/06/2015	18:15	0.0596	18:13:59	0.043868959999999999
15/06/2015	19:00	0.0935	18:47:10	0.020792511
16/06/2015	15:15	0.1024	15:12:05	0.027399442999999999
17/06/2015	18:45	0.0713	18:44:32	0.035488547999999995
17/06/2015	18:50	0.0987	18:50:33	0.045558997000000004
17/06/2015	16:00	0.1072	15:59:34	0.038850012999999996
18/06/2015	15:00	0.0998	14:59:45	0.041096438999999998
20/06/2015	19:20	0.0643	19:23:26	0.057155640999999993
20/06/2015	14:50	0.1279	15:15:08	0.021520222000000002
21/06/2015	18:25	0.0394	18:24:22	0.032613822000000001
21/06/2015	15:35	0.0429	15:36:21	0.036855633999999998
22/06/2015	14:40	0.0917	14:39:33	0.039244198000000001
23/06/2015	18:10	0.0265	18:15:46	0.035584133999999996
23/06/2015	15:20	0.0525	15:23:27	0.06807082099999999
24/06/2015	18:55	0.023	18:57:57	0.040365000999999998
24/06/2015	16:05	0.0967	16:03:58	0.081251227999999995
25/06/2015	18:00	0.055	18:01:10	0.065880857000000001
25/06/2015	15:10	0.0671	15:13:51	0.060312175000000003
26/06/2015	18:40	0.0089	18:37:21	0.081089839999999996
26/06/2015	15:50	0.0711	15:49:21	0.081162994000000002
27/06/2015	14:55	0.208	15:14:13	0.045031140999999997
28/06/2015	18:30	0.0038	18:28:44	0.024175057000000003
28/06/2015	15:40	0.0482	15:40:43	0.038279043999999998
29/06/2015	19:10	0.0596	19:14:32	0.044554335
29/06/2015	14:45	0.0601	14:43:55	0.070070916999999996
30/06/2015	18:15	0.0538	18:26:08	0.136460162
30/06/2015	15:25	0.054	15:24:46	0.060995864000000004
1/07/2015	19:00	0.0871	18:59:17	0.077306550000000002
2/07/2015	15:15	0.1228	15:15:05	0.066286642000000007
3/07/2015	18:45	0.1199	18:25:39	0.082145759999999998
5/07/2015	18:35	0.0109	18:36:00	0.027442062999999999
6/07/2015	14:50	0.096	14:51:10	0.048512263
8/07/2015	19:05	0.0345	19:06:29	0.042892535000000002
9/07/2015	18:10	0.039	18:06:39	0.061763828
9/07/2015	15:20	0.0634	15:16:16	0.049960127
10/07/2015	18:55	0.0154	18:54:45	0.056703432000000005
10/07/2015	16:05	0.0568	16:03:46	0.060465712000000005
11/07/2015	15:10	0.0563	15:06:54	0.06467552
12/07/2015	18:40	0.0418	18:40:01	0.039315401999999999
12/07/2015	15:50	0.0801	15:49:02	0.067552944000000004
13/07/2015	19:25	0.0755	19:27:21	0.076562322000000002
13/07/2015	14:55	0.1285	14:55:09	0.095606588000000006
14/07/2015	18:30	0.0349	18:31:17	0.085192871999999989
14/07/2015	15:40	0.0969	15:40:17	0.092881704999999995
15/07/2015	14:45	0.1506	14:46:24	0.063353729999999997
16/07/2015	18:15	0.0523	18:19:31	0.041473168999999997
16/07/2015	15:25	0.0807	15:27:03	0.045826210999999999
17/07/2015	19:00	0.0722	18:52:36	0.085900871999999989
18/07/2015	15:15	0.0697	15:17:18	0.033659322999999998
19/07/2015	18:45	0.0128	18:43:46	0.042315634000000005
19/07/2015	16:00	0.0528	15:58:46	0.037448278000000002
20/07/2015	15:05	0.0465	15:04:50	0.053910045999999996
21/07/2015	18:35	0.0075	18:34:54	0.060800763000000001
21/07/2015	15:45	0.0514	15:43:54	0.045860190000000002
22/07/2015	14:50	0.168	14:52:57	0.101988656
23/07/2015	15:35	0.0476	15:35:01	0.056801797000000001
23/07/2015	18:25	0.0519	18:26:01	0.045022183
23/07/2015	18:20	0.0632	18:20:02	0.051053864000000004
24/07/2015	19:05	0.073	19:05:02	0.063379669999999999
24/07/2015	14:40	0.0976	14:41:02	0.055203239000000001
25/07/2015	18:10	0.0439	18:08:05	0.039549005999999998
25/07/2015	15:20	0.0694	15:17:42	0.062014569000000005
26/07/2015	18:55	0.0152	18:56:05	0.035472555000000003
26/07/2015	16:05	0.0634	16:05:07	0.047705237000000004
