Date_MODIS	Time_MODIS	AOD_MODIS	Time_AERONET	AOD_AERONET
2015-02-04	18:31	0.0220440010491	18:54:23	0.082625382
2015-04-04	18:13	0.109600005206	18:05:38	0.061360615
2015-05-22	18:13	0.0627807529834	18:14:05	0.099826115
2015-06-07	18:13	0.0940000044648	18:16:21	0.098700471
2015-06-14	18:19	0.123500005866	18:17:12	0.086371855
2015-06-28	18:31	0.0680000032298	18:35:10	0.064954215
2015-07-04	17:54	0.0299207014221	17:51:16	0.076649164
2015-07-11	18:00	0.171000008122	17:44:35	0.107127095
2015-07-30	18:31	0.0745695035452	18:45:29	0.140771963
2015-08-17	18:18	0.341000016197	18:36:43	0.372190187
